acc,prec,rec,fsc,s,t
0.423056,0.666667,0.003844,0.007645,1.3,0.32
0.423056,0.666667,0.003844,0.007645,1.35,0.32
0.423333,0.692308,0.004325,0.008596,1.4,0.32
0.423056,0.666667,0.003844,0.007645,1.45,0.32
0.422222,0.555556,0.002403,0.004785,0,0.34
0.422222,0.555556,0.002403,0.004785,0.05,0.34
0.4225,0.6,0.002883,0.005739,0.1,0.34
0.4225,0.6,0.002883,0.005739,0.15,0.34
0.4225,0.6,0.002883,0.005739,0.2,0.34
0.4225,0.6,0.002883,0.005739,0.25,0.34
0.4225,0.6,0.002883,0.005739,0.3,0.34
0.4225,0.6,0.002883,0.005739,0.35,0.34
0.4225,0.6,0.002883,0.005739,0.4,0.34
0.4225,0.6,0.002883,0.005739,0.45,0.34
0.4225,0.6,0.002883,0.005739,0.5,0.34
0.4225,0.6,0.002883,0.005739,0.55,0.34
0.4225,0.6,0.002883,0.005739,0.6,0.34
0.4225,0.6,0.002883,0.005739,0.65,0.34
0.4225,0.6,0.002883,0.005739,0.7,0.34
0.4225,0.6,0.002883,0.005739,0.75,0.34
0.422778,0.636364,0.003364,0.006692,0.8,0.34
0.422778,0.636364,0.003364,0.006692,0.85,0.34
0.423056,0.7,0.003364,0.006695,0.9,0.34
0.423056,0.7,0.003364,0.006695,0.95,0.34
0.423056,0.7,0.003364,0.006695,1,0.34
0.423056,0.7,0.003364,0.006695,1.05,0.34
0.423056,0.7,0.003364,0.006695,1.1,0.34
0.423333,0.727273,0.003844,0.007648,1.15,0.34
0.423333,0.727273,0.003844,0.007648,1.2,0.34
0.423333,0.727273,0.003844,0.007648,1.25,0.34
0.423333,0.727273,0.003844,0.007648,1.3,0.34
0.423056,0.666667,0.003844,0.007645,1.35,0.34
0.423056,0.666667,0.003844,0.007645,1.4,0.34
0.423056,0.666667,0.003844,0.007645,1.45,0.34
0.421944,0.5,0.001922,0.00383,0,0.36
0.421944,0.5,0.001922,0.00383,0.05,0.36
0.421944,0.5,0.001922,0.00383,0.1,0.36
0.421944,0.5,0.001922,0.00383,0.15,0.36
0.421944,0.5,0.001922,0.00383,0.2,0.36
0.422222,0.555556,0.002403,0.004785,0.25,0.36
0.422222,0.555556,0.002403,0.004785,0.3,0.36
0.422222,0.555556,0.002403,0.004785,0.35,0.36
0.422222,0.555556,0.002403,0.004785,0.4,0.36
0.422222,0.555556,0.002403,0.004785,0.45,0.36
0.422222,0.555556,0.002403,0.004785,0.5,0.36
0.422222,0.555556,0.002403,0.004785,0.55,0.36
0.422222,0.555556,0.002403,0.004785,0.6,0.36
0.422222,0.555556,0.002403,0.004785,0.65,0.36
0.422222,0.555556,0.002403,0.004785,0.7,0.36
0.422222,0.555556,0.002403,0.004785,0.75,0.36
0.4225,0.6,0.002883,0.005739,0.8,0.36
0.422778,0.666667,0.002883,0.005742,0.85,0.36
0.423056,0.7,0.003364,0.006695,0.9,0.36
0.423056,0.7,0.003364,0.006695,0.95,0.36
0.423056,0.7,0.003364,0.006695,1,0.36
0.423056,0.7,0.003364,0.006695,1.05,0.36
0.423056,0.7,0.003364,0.006695,1.1,0.36
0.423333,0.727273,0.003844,0.007648,1.15,0.36
0.423333,0.727273,0.003844,0.007648,1.2,0.36
0.423333,0.727273,0.003844,0.007648,1.25,0.36
0.423333,0.727273,0.003844,0.007648,1.3,0.36
0.423333,0.727273,0.003844,0.007648,1.35,0.36
0.423056,0.666667,0.003844,0.007645,1.4,0.36
0.4225,0.6,0.002883,0.005739,1.45,0.36
0.421944,0.5,0.001922,0.00383,0,0.38
0.421944,0.5,0.001922,0.00383,0.05,0.38
0.421944,0.5,0.001922,0.00383,0.1,0.38
0.421944,0.5,0.001922,0.00383,0.15,0.38
0.421944,0.5,0.001922,0.00383,0.2,0.38
0.421944,0.5,0.001922,0.00383,0.25,0.38
0.421944,0.5,0.001922,0.00383,0.3,0.38
0.422222,0.555556,0.002403,0.004785,0.35,0.38
0.422222,0.555556,0.002403,0.004785,0.4,0.38
0.422222,0.555556,0.002403,0.004785,0.45,0.38
0.422222,0.555556,0.002403,0.004785,0.5,0.38
0.422222,0.555556,0.002403,0.004785,0.55,0.38
0.422222,0.555556,0.002403,0.004785,0.6,0.38
0.422222,0.555556,0.002403,0.004785,0.65,0.38
0.422222,0.555556,0.002403,0.004785,0.7,0.38
0.422222,0.555556,0.002403,0.004785,0.75,0.38
0.4225,0.625,0.002403,0.004787,0.8,0.38
0.4225,0.625,0.002403,0.004787,0.85,0.38
0.4225,0.625,0.002403,0.004787,0.9,0.38
0.4225,0.625,0.002403,0.004787,0.95,0.38
0.422778,0.666667,0.002883,0.005742,1,0.38
0.422778,0.666667,0.002883,0.005742,1.05,0.38
0.422778,0.666667,0.002883,0.005742,1.1,0.38
0.422778,0.666667,0.002883,0.005742,1.15,0.38
0.423056,0.7,0.003364,0.006695,1.2,0.38
0.423056,0.7,0.003364,0.006695,1.25,0.38
0.423056,0.7,0.003364,0.006695,1.3,0.38
0.422778,0.666667,0.002883,0.005742,1.35,0.38
0.422778,0.666667,0.002883,0.005742,1.4,0.38
0.4225,0.625,0.002403,0.004787,1.45,0.38
